begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
10:59.5,11:01.9,52,,,,,Wife_W01_WW,我说在北京..要不我们就多玩两天哈,wǒ shuō zài běijīng.. Yào bù wǒmen jiù duō wán liǎng tiān hā ,I said in Beijing.. How about we stay over for two more days,hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,我说,,,monoglossic,,哈
11:01.9,11:05.2,52,,,,,Wife_W01_WW,他跟他朋友..所以说我们三个..在那里就多玩了一天,tā gēn tā péngyǒu.. Suǒyǐ shuō wǒmen sān gè.. Zài nàlǐ jiù duō wánle yītiān,He and his friend.. That is to say three of us.. Stayed for another day,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,contract:proclaim,所以,
11:05.2,11:06.3,52,,,,,Wife_W01_WW,这个事他也知道,zhège shì tā yě zhīdào ,He knew this too,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:proclaim,也,
11:06.3,11:07.1,52,,,,,Wife_W01_WW,我跟他讲了,wǒ gēn tā jiǎngle,I told him,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,讲,,,monoglossic,,
11:08.8,11:25.0,52,,,,voiceover,,voiceover,,,,,,,,,,,,,,,,,,,,,,,,
11:25.0,11:27.0,53,,,,Husband_W01_AH,Husband_W01_AH,看到了他跟她聊天的,Kàn dàole tā gēn tā liáotiān de ,I have read his chat history with her,hostess,,,,,,,,,,,,,,,,,,,,,
11:27.0,11:28.4,53,,,,,Husband_W01_AH,怎么关心她,zěnme guānxīn tā ,How he shows his concerns for her,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,evoke,,,,,contract:proclaim,的,
11:28.4,11:33.9,53,,,,,Husband_W01_AH,一段呃你起来了..早上要注意身体啊..,yīduàn è nǐ qǐláile.. Zǎoshang yào zhùyì shēntǐ a.. ,Something like you are up..in the morning take care of yourself,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,quotation:other,,聊天,,,monoglossic,,
11:33.9,11:37.6,53,,,,,Husband_W01_AH,你那个吃的要吃早点..注意,Nǐ nàgè chī de yāo chī zǎodiǎn.. Zhùyì ,You that eat you should have breakfast..be careful,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,quotation:other,,聊天,,,monoglossic,,
11:37.6,11:39.1,53,,,,,Husband_W01_AH,注意不要饿了..,zhùyì bùyào èle.. ,Be careful don't be hungry,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,quotation:other,,聊天,,,monoglossic,,
11:39.1,11:40.1,53,,,,,Husband_W01_AH,或者不要冷到了哈,Huòzhě bùyào lěng dàole hā ,Or stay warm,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,quotation:other,,聊天,,,monoglossic,,
11:40.1,11:42.0,53,,,,,Husband_W01_AH,这之类的东西,zhè zhī lèi de dōngxī ,Something like this,hostess,,,,,,,,,,,,,,,,,,,,,
11:42.0,11:46.0,53,,,,,Husband_W01_AH,一些..一系列的..那个..关心的..那个..词语,yīxiē.. Yī xìliè de.. Nàgè.. Guānxīn de.. Nàgè.. Cíyǔ,Some..a series of..that..caring..that..vocabulary,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,evoke,,关系,up:isolated,一系列,monoglossic,,
11:46.0,12:16.3,53,,,,voiceover,,voiceover,,,,,,,,,,,,,,,,,,,,,,,,
12:16.3,12:19.8,54,,,,Husband_W01_AH,Husband_W01_AH,北京回来以后他们那个同学闹..离婚,Běijīng huílái yǐhòu tāmen nàgè tóngxué nào.. Líhūn ,After they came back from Beijing that classmate wanted to..divorce his wife,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,evoke,,闹离婚,,,monoglossic,,
12:19.8,12:23.9,54,,,,,Husband_W01_AH,他老婆..是..要跟她对质,tā lǎopó.. Shì.. Yào gēn tā duìzhí ,His wife..wanted..wanted to confront her,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,对质,,,contract:proclaim,是,
12:23.9,12:28.7,54,,,,,Husband_W01_AH,然后嗯..发短信给她..我要过来,ránhòu ń.. Fā duǎnxìn gěi tā.. Wǒ yào guòlái ,Then hmm..sent her a message saying..I am coming,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,发短信,,,monoglossic,,
12:28.7,12:31.1,54,,,,,Husband_W01_AH,对一个质..还是怎么样,duì yīgè zhì.. Háishì zěnme yàng ,To check with you..or whatsoever,hostess,,,,,,,,,,,,,,,,,,,,,
12:31.1,12:32.4,54,,,,,Husband_W01_AH,她要过来闹,tā yào guòlái nào ,She wanted to come and make a fuss,hostess,,,,,,,,,,intruder,-ve,judgement,inscribe,,,脑,,,monoglossic,,
12:32.4,12:35.2,54,,,,,Husband_W01_AH,我看到信息..然后我就问她,wǒ kàn dào xìnxī.. Ránhòu wǒ jiù wèn tā ,I saw the messange..then I asked her,hostess,,,,,,,,,,,,,,,,,,,,,
12:35.2,12:38.1,54,,,,,Husband_W01_AH,她说..嗯..对,tā shuō.. Ń.. Duì ,She said..hmm..yes,hostess,,,,,,,,,,,,,,,,,,,,,
12:38.1,12:40.3,54,,,,,Husband_W01_AH,在我心里..你..没有位置了,zài wǒ xīnlǐ.. Nǐ.. Méiyǒu wèizhìle ,In my heart..you..don't have a place any longer,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,她说,,,monoglossic,,
12:40.3,12:43.1,54,,,,,Husband_W01_AH,还说他会他..照顾她好,hái shuō tā huì tā.. Zhàogù tā hǎo ,She also said that he would he.. Would take good care of her,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,她说,,,monoglossic,,
12:43.1,12:45.2,54,,,,,Husband_W01_AH,他说很明确要跟她结婚,tā shuō hěn míngquè yào gēn tā jiéhūn ,He said he was very clear that he would marry her,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,quotation:other,,她说,,,monoglossic,,
12:45.2,12:47.0,54,,,,,Husband_W01_AH,她说他会关心她,tā shuō tā huì guānxīn tā,She said he would take care of her,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,她说,,,monoglossic,,
12:48.3,12:50.9,55,,,,Hostess_W01,Hostess_W01,你是说..她说的那个男同学闹离婚,Nǐ shì shuō.. Tā shuō dì nàgè nán tóngxué nào líhūn ,You mean.. the male classmate she mentioned was about to divorce,husband,,,,,,,,,,,,,,,,,,,,,
12:50.9,12:51.5,56,,,,Husband_W01_AH,Husband_W01_AH,嗯,ń ,Hmm,hostess,,,,,,,,,,,,,,,,,,,,,
12:51.6,12:53.2,57,,,,Hostess_W01,Hostess_W01,她也就要跟你离婚,tā yě jiù yào gēn nǐ líhūn ,Then she's going to divorce you too,husband,,,,,,,,,,,,,,,,,,,,,
12:53.2,12:55.3,58,,,,Husband_W01_AH,Husband_W01_AH,嗯跟我亲口说啊,ń gēn wǒ qīnkǒu shuō a ,Hmm she said that to me in person,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,说,up:infused,亲口,contract:proclaim,亲口说,啊
12:55.3,12:57.3,58,,,,,Husband_W01_AH,她说她喜欢他,tā shuō tā xǐhuān tā ,She said she likes him,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,她说,,,monoglossic,,
12:57.3,12:59.3,58,,,,,Husband_W01_AH,他在她心里很重要啊,tā zài tā xīnlǐ hěn zhòngyào a ,He is very important in her heart,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,说,,,monoglossic,,啊
12:59.3,13:00.9,58,,,,,Husband_W01_AH,他会照顾她好她啦,tā huì zhàogù tā hǎo tā la ,He will take good care of her,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,说,,,monoglossic,,啦
13:00.9,13:07.9,58,,,,,Husband_W01_AH,我就..看到她..她在我..心口..在我心里..就是..跟一把刀一样的,wǒ jiù.. Kàn dào tā.. Tā zài wǒ.. Xīnkǒu.. Zài wǒ xīnlǐ.. Jiùshì.. Gēn yī bǎ dāo yīyàng de ,I just saw her.. She was in my heart.. In my heart.. It was like a knife,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,刀,up:isolated,心口,contract:proclaim,就,
13:07.9,13:09.1,58,,,,,Husband_W01_AH,刺得我好痛啊,cì dé wǒ hǎo tòng a ,It hurts me so much,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,刺痛,up:isolated,好痛,contract:proclaim,啊,啊
13:09.1,13:11.9,59,,,,Hostess_W01,Hostess_W01,这个事情好像就不是开玩笑了哦,zhège shìqíng hǎoxiàng jiù bùshì kāiwánxiàole ó,Then this issue seems to be no joking,wife,,,,,,,,,,,,,,,,,,,,,
13:11.8,13:14.2,60,,,,Wife_W01_WW,Wife_W01_WW,这个东西其实..根本就没有的事,Zhège dōngxī qíshí.. Gēnběn jiù méiyǒu de shì ,Such things actually..have never happened at all,hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,没有,up:isolated,根本,contract:proclaim,其实,
13:14.3,13:17.8,61,O,,,Hostess_W01,Hostess_W01,[他说的你们]之间互相关心的..吃早餐了没啊,[tā shuō de nǐmen] zhī jiān hùxiāng guānxīn de.. Chī zǎocānle méi a ,[what he said about you two] showing concern for each other..things like saying have you had your breakfast ,wife,,,,,,,,,,,,,,,,,,,,,
13:14.8,13:15.6,62,O,I,S,Wife_W01_WW,Wife_W01_WW,[没有这些],[méiyǒu zhèxiē] ,[We didn't do such things],hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,没有,,,monoglossic,,
13:17.8,13:18.7,63,,,,Hostess_W01,Hostess_W01,这些有没有,zhèxiē yǒu méiyǒu,Have you done such things,wife,,,,,,,,,,,,,,,,,,,,,
13:18.7,13:19.9,64,,,,Wife_W01_WW,Wife_W01_WW,聊天是会有..,Liáotiān shì huì yǒu.. ,We do have chatted..,hostess,,,,,,,,,,,,,,,,,,,,,
13:19.9,13:20.6,64,,,,,Wife_W01_WW,有聊天..,Yǒu liáotiān.. ,We chatted ,hostess,,,,,,,,,,,,,,,,,,,,,
13:20.6,13:21.5,64,,,,,Wife_W01_WW,有过聊天..,Yǒuguò liáotiān.. ,We have chatted ,hostess,,,,,,,,,,,,,,,,,,,,,
13:21.5,13:23.6,64,,,,,Wife_W01_WW,但是那些亲密的那些聊天是没有,Dànshì nàxiē qīnmì dì nàxiē liáotiān shì méiyǒu,But we don't have those intimate chats,hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,没有,,,contract:disclaim:counter,但是,
13:23.6,13:26.3,65,O,,,Hostess_W01,Hostess_W01,有没有对方的妻子给你发的那个短信[要跟你对质],Yǒu méiyǒu duìfāng de qīzi gěi nǐ fā dì nàgè duǎnxìn [yào gēn nǐ duìzhí] ,Did the other man's wife send you that text message [to confront you],wife,,,,,,,,,,,,,,,,,,,,,
13:25.6,13:26.1,66,O,I,,Wife_W01_WW,Wife_W01_WW,[没有],[méiyǒu] ,[No],hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没有,,,monoglossic,,
13:26.3,13:27.4,66,,,,,Wife_W01_WW,是他妻子发给他,shì tā qī zǐ fā gěi tā ,It was that the wife sent a message to him,hostess,,,,,,,,,,,,,,,,,,,,,
13:27.4,13:29.5,66,,,,,Wife_W01_WW,他老婆以为我们也有关系,tā lǎopó yǐwéi wǒmen yěyǒu guānxì ,His wife also had thought that we were in an affair,hostess,,,,,,,,,,,,,,,,,,,,,
13:29.5,13:30.7,66,,,,,Wife_W01_WW,所以她说是发给他的,suǒyǐ tā shuō shì fā gěi tā de ,So she said she sent the message to him,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,发给他,,,contract:proclaim,所以,
13:30.7,13:31.6,66,,,,,Wife_W01_WW,我没有发给我,wǒ méiyǒu fā gěi wǒ,She didn't send it to me,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没有,,,monoglossic,,
13:31.6,13:33.3,67,,,,Hostess_W01,Hostess_W01,对方的妻子也有怀疑,Duìfāng de qīzi yěyǒu huáiyí ,The other man's wife also suspected about you,wife,,,,,,,,,,,,,,,,,,,,,
13:33.3,13:33.9,68,,,,Wife_W01_WW,Wife_W01_WW,有,yǒu,Yes,hostess,,,,,,,,,,,,,,,,,,,,,
13:33.9,13:35.0,69,,,,Hostess_W01,Hostess_W01,为什么呢,Wèishéme ne,Why ,wife,,,,,,,,,,,,,,,,,,,,,
13:35.0,13:36.2,69,,,,,Hostess_W01,你不觉得奇怪吗,nǐ bù juédé qíguài ma  zhège dōngxī wǒ wánquán kěyǐ bǎ zhège dōngxī yǐnmán diào [Yīnwèi wǒmen shì tǎnbái de a],Don't you find it weird,wife,,,,,,,,,,,,,,,,,,,,,
13:36.2,13:37.0,70,,,,Wife_W01_WW,Wife_W01_WW,那我怎么知道,nà wǒ zěnme zhīdào ,Well how can I know,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,rhetorical question,,不知道,,,contract:proclaim,怎么,
13:37.0,13:40.2,70,,,,,Wife_W01_WW,因为..因为我们如果有真的..有什么我们就没有必要回来,yīnwèi.. Yīnwèi wǒmen rúguǒ yǒu zhēn de.. Yǒu shé me wǒmen jiù méiyǒu bìyào huílái ,Because..because if we had really had any issues we didn't need to come back,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,contrast,,如果,,,contract:proclaim,因为,
13:40.2,13:42.4,70,,,,,Wife_W01_WW,我也没有必要跟我老公讲我..我是在那里..,wǒ yě méiyǒu bìyào gēn wǒ lǎogōng jiǎng wǒ.. Wǒ shì zài nàlǐ.. ,There was no need for me to tell my husband about that..that I was there,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,contrast,,没必要,,,contract:proclaim,也,
13:42.4,13:44.0,70,,,,,Wife_W01_WW,我们三个人在那里多玩了一天,Wǒmen sān gèrén zài nàlǐ duō wánle yītiān ,The three of us played there for one more day,hostess,VoE,,,,,,,,,,,,,,,,,,,,
13:44.0,13:45.5,70,,,,,Wife_W01_WW,我也没有必要跟他坦白这个东西,wǒ yě méiyǒu bìyào gēn tā tǎnbái zhège dōngxī,I didn't need to confess this to him,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,contrast,,没必要,,,contract:proclaim,也,
13:45.5,13:47.3,70,,,,,Wife_W01_WW,我完全可以把这个东西隐瞒掉,wǒ wánquán kěyǐ bǎ zhège dōngxī yǐnmán diào,I could have completely hidden this thing,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,contrast,,可以,,,contract:proclaim,完全,
13:47.3,13:48.7,70,O,,,,Wife_W01_WW,[因为我们是坦白的啊],[Yīnwèi wǒmen shì tǎnbái de a],[Because we were honest],hostess,ExAss,,,,,,,,,self,+ve,judgement,inscribe,,,坦白,,,contract:proclaim,因为,
13:47.6,13:50.0,71,O,I,S,Husband_W01_AH,Husband_W01_AH,[他跟你他已]经隐瞒不了了嘛,[Tā gēn nǐ Tā yǐ] jīng yǐnmán bùliǎole ma,He and you.. he.. already== you can't hide it any longer,antagonist,,可以隐瞒,IVoE,隐瞒不了,replace with an alternative interpretation,replace,IVoE,Yes,VoE; IVoE; ExAss,intruder,-ve,judgement,inscribe,,,隐瞒不了,up:isolated,已经,contract:proclaim,因为,
13:50.0,13:51.6,71,,,,,Husband_W01_AH,因为那个人已经找到厂里,yīnwèi nàgè rén yǐjīng zhǎodào chǎng lǐ,Because that person has come to our factory,hostess,,可以隐瞒,IVoE,找到厂里,reorient to an alternative VE,reorient,VoE,Yes,VoE; IVoE; ExAss,intruder,-ve,judgement,invoke,evoke,,找到厂里,,,contract:proclaim,因为,
13:51.6,13:52.3,71,,,,,Husband_W01_AH,要跟她吵架了,yào gēn tā chǎojiàle,came to quarrel with her,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:proclaim,要,
13:53.1,13:54.7,72,O,I,S,Wife_W01_WW,Wife_W01_WW,是[他老婆]也到过我公司,shì [tā lǎopó] yě dàoguò wǒ gōngsī,Yes [his wife] has also been to our company,hostess,,,,,,,,,,,,,,,,,,,,,
13:53.2,13:53.7,73,O,I,,Husband_W01_AH,Husband_W01_AH,[要],[yào],[want to],hostess,,,,,,,,,,,,,,,,,,,,,
13:55.1,13:55.7,74,,,,Hostess_W01,Hostess_W01,为什么,wèishéme,why,wife,,,,,,,,,,,,,,,,,,,,,
13:55.7,13:56.8,74,,,,,Hostess_W01,是因为什么事情,Shì yīnwèi shé me shìqíng ,What's the reason,wife,,,,,,,,,,,,,,,,,,,,,
13:56.8,13:57.6,75,,,,Wife_W01_WW,Wife_W01_WW,就是过来坐一下,jiùshì guòlái zuò yīxià ,She just come to have a chat,antagonist,,,,,,,,,,self,+ve,judgement,invoke,contrast,,坐,,,contract:disclaim,就,
13:57.6,13:59.0,75,,,,,Wife_W01_WW,她也没有碰我的面,tā yě méiyǒu pèng wǒ de miàn ,She didn't meet with me in person either,antagonist,,,,,,,,,,self,+ve,judgement,invoke,contrast,,没有,,,contract:proclaim,也,
13:59.1,14:01.7,76,,,,Hostess_W01,Hostess_W01,那另外他刚刚说的他还跟你沟通了,nà lìngwài tā gānggāng shuō de tā hái gēn nǐ gōutōngle ,Then just now he also said that he had communicated with you,wife,,,,,,,,,,,,,,,,,,,,,
14:01.7,14:04.8,76,,,,,Hostess_W01,拿了这个短信跟你说..怎么回事,nále zhège duǎnxìn gēn nǐ shuō.. Zěnme huí shì ,He took this text message and discuss with you..what's going on,wife,,,,,,,,,,,,,,,,,,,,,
14:04.8,14:06.1,76,,,,,Hostess_W01,你还回答了他[说,nǐ hái huídále tā [shuō ,You also answered him [by saying,wife,,,,,,,,,,,,,,,,,,,,,
14:06.1,14:07.0,76,O,,,,Hostess_W01,有吗],yǒu ma] ,you did it],wife,,,,,,,,,,,,,,,,,,,,,
14:06.2,14:07.6,77,O,I,S,Wife_W01_WW,Wife_W01_WW,[就是说过]..就是吵架嘛..,[jiùshì shuōguò].. Jiùshì chǎojià ma.. ,[I did say that].. It's just a quarrel..,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,attitudinal token,antagonist,吵架,,,contract:proclaim,就,嘛
14:07.6,14:08.4,77,,,,,Wife_W01_WW,气话嘛,Qì huà ma ,I said that out of anger,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,attitudinal token,antagonist,气,,,contract:proclaim,就,嘛
14:08.4,14:09.3,77,,,,,Wife_W01_WW,他一直怀疑我,tā yīzhí huáiyí wǒ,He has always suspected me,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,怀疑,up:isolated,一直,monoglossic,,
14:09.3,14:12.3,78,,,,Husband_W01_AH,Husband_W01_AH,她就回来..她就..吵离婚..,Tā jiù huílái.. Tā jiù.. Chǎo líhūn.. ,When she came back.. she just.. Quarreled and wanted to divorce..,hostess,VoE,怀疑我,IVoE,她吵离婚,reorient to an alternative VE,reorient,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,inscribe,,,吵离婚,up:isolated,回来就,contract:proclaim,就,
14:12.3,14:14.2,78,,,,,Husband_W01_AH,我就说这个事刚好,Wǒ jiù shuō zhège shì gānghǎo ,I then said that right let's do this,hostess,VoE,,,,,,,,,,,,,,,,,,,,
14:14.2,14:14.3,78,O,I,,,Husband_W01_AH,[(inaudible)],[(inaudible)] ,[(inaudible)],hostess,,,,,,,,,,,,,,,,,,,,,
14:14.2,14:15.8,79,O,,,Wife_W01_WW,Wife_W01_WW,[他就一直纠结]我..我跟,[tā jiù yīzhí jiūjié] wǒ.. Wǒ gēn ,[He has been entangled] me...me and,hostess,,她吵离婚,VoE,他纠结,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,inscribe,,,纠结,up:isolated,一直,contract:proclaim,就,
14:15.8,14:18.2,79,O,,,,Wife_W01_WW,就是说..认为我在那边就[跟我同学两个人],jiùshì shuō.. Rènwéi wǒ zài nà biān jiù [gēn wǒ tóngxué liǎng gèrén] ,In other words.. He thought when I was over there (Translator's note: when the wife visited Beijing) there were only my classmate and I,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:proclaim,就是说,
14:17.6,14:19.5,80,O,I,S,Hostess_W01,Hostess_W01,[你是不是回来]就跟他吵离婚了,[nǐ shì bùshì huílái] jiù gēn tā chǎo líhūnle,[Is it that when you came back] you quarreled with him to divorce,wife,,,,,,,,,,,,,,,,,,,,,
14:19.5,14:20.7,81,,,,Wife_W01_WW,Wife_W01_WW,他跟我吵,Tā gēn wǒ chǎo ,He quarreled with me,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,吵,,,monoglossic,,
14:20.7,14:21.7,81,,,,,Wife_W01_WW,是他跟我吵,shì tā gēn wǒ chǎo ,He was the person who started arguing with me,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,吵,,,contract:proclaim,是,
14:21.7,14:22.6,81,,,,,Wife_W01_WW,没办法,méi bànfǎ ,There is no solution,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没办法,,,monoglossic,,
14:22.6,14:25.0,81,,,,,Wife_W01_WW,然后我说你我说我出去你不信,ránhòu wǒ shuō nǐ wǒ shuō wǒ chūqù nǐ bùxìn ,Then I said you I said if you don't believe me if I go out,hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,我说,,,monoglossic,,
14:25.0,14:26.7,81,,,,,Wife_W01_WW,要不就去离婚,yào bù jiù qù líhūn ,How about let's go for a divorce,hostess,,,,,,,,,,,,,,,,,,,,,
14:26.7,14:27.3,81,,,,,Wife_W01_WW,就这样讲,jiù zhèyàng jiǎng ,I said things like this,hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:self,,讲,,,contract:proclaim,就这样,
14:27.3,14:28.8,81,O,,,,Wife_W01_WW,我们[提离婚不是这两年],wǒmen [tí líhūn bùshì zhè liǎng nián],We [had mentioned divorce for a couple of years],hostess,,,,,,,,,,relationship,-ve,appreciation,inscribe,,,离婚,up:isolated,不是这两年,contract:disclaim,不是,
14:27.9,14:30.7,82,O,I,S,Hostess_W01,Hostess_W01,[那现在是]她主动要跟你提这个离婚,[Nà xiànzài shì] tā zhǔdòng yào gēn nǐ tí zhège líhūn ,[Then now] is it that she took the initiative to mention this divorce to you,husband,,,,,,,,,,,,,,,,,,,,,
14:30.7,14:31.8,82,,,,,Hostess_W01,然后你们有争吵,ránhòu nǐmen yǒu zhēngchǎo ,Then you had a quarrel,husband,,,,,,,,,,,,,,,,,,,,,
14:31.8,14:33.7,82,,,,,Hostess_W01,还是因为这件事情你们吵起来,háishì yīnwèi zhè jiàn shìqíng nǐmen chǎo qǐlái ,or is it that because this incident you started to quarrel,husband,,,,,,,,,,,,,,,,,,,,,
14:33.7,14:35.4,82,,,,,Hostess_W01,她说了..那我们就去离婚吧,tā shuōle.. Nà wǒmen jiù qù líhūn ba ,Then she said.. then let's get a divorce,husband,,,,,,,,,,,,,,,,,,,,,
14:35.7,14:38.2,83,,,,Husband_W01_AH,Husband_W01_AH,那个时候回来..她还没说离婚,nàgè shíhòu huílái.. Tā hái méi shuō líhūn ,Back then.. she didn't say divorce yet,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,没说,,,contract:proclaim,还,
14:38.2,14:43.1,83,,,,,Husband_W01_AH,我是看了你的..那个信息以后..她同学老婆..要过来,wǒ shì kànle nǐ de.. Nàgè xìnxī yǐhòu.. Tā tóngxué lǎopó.. Yào guòlái ,After I read you..after I saw that message..that her classmate's wife..would come over,hostess,VoE,,,,,,,,,,,,,,,,,,,,
14:43.1,14:49.0,83,,,,,Husband_W01_AH,跟她吵架的时候我们才..发现她是..跟同学有..那个,gēn tā chǎojià de shíhòu wǒmen cái.. Fāxiàn tā shì.. Gēn tóngxué yǒu.. Nàgè ,to quarrel with her then we.. we realised that she was.. with that classmates.. Had something,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,有那个,,,contract:disclaim,才发现,
14:49.0,14:51.3,84,,,,Wife_W01_WW,Wife_W01_WW,如果有什么..我们没必要坦白这个东西,rúguǒ yǒu shé me.. Wǒmen méi bìyào tǎnbái zhège dōngxī,If there was something.. we didn't have to confess this thing,antagonist,,跟同学有那个,IVoE,没有什么,reject or question the interpretation,challenge,IVoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,invoke,contrast,,没必要,,,contract:proclaim,如果,
14:52.8,15:01.8,85,,,,voiceover,,voiceover,,,,,,,,,,,,,,,,,,,,,,,,
15:01.8,15:05.8,86,,,,Hostess_W01,Hostess_W01,就是因为这件事情..所以妻子铁定要跟你离婚,Jiùshì yīnwèi zhè jiàn shìqíng.. Suǒyǐ qīzi tiědìng yào gēn nǐ líhūn ,It's because of this incident.. that your wife is determined to divorce you,husband,,,,,,,,,,,,,,,,,,,,,
15:05.8,15:07.2,86,,,,,Hostess_W01,她要去寻找她的幸福,tā yào qù xúnzhǎo tā de xìngfú ,She is going to find her happiness,husband,,,,,,,,,,,,,,,,,,,,,
15:07.3,15:08.2,87,,,,Husband_W01_AH,Husband_W01_AH,就这个意思,jiù zhège yìsi,That's what I meant,hostess,,,,,,,,,,,,,,,,,,,,,
15:08.9,15:24.7,87,,,,voiceover,,voiceover,,,,,,,,,,,,,,,,,,,,,,,,
15:24.7,15:26.1,88,,,,Wife_W01_WW,Wife_W01_WW,当时我嫁给他没有一个人同意,Dāngshí wǒ jià gěi tā méiyǒu yīgè rén tóngyì ,No one supported my decision to marry him,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没人同意,up:isolated,一个人,monoglossic,,
15:26.1,15:26.9,88,,,,,Wife_W01_WW,我家里人也不同意,wǒ jiālǐ rén yě bù tóngyì ,My family didn't agree either,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不同意,up:isolated,家里人,contract:proclaim,也,
15:26.9,15:34.3,88,,,,,Wife_W01_WW,人家好多..就是说..认识我爸爸妈妈的也都说..他说你女儿嫁到他们家啊..他们家在我们村是最穷的,rénjiā hǎoduō.. Jiùshì shuō.. Rènshí wǒ bàba māmā de yě dū shuō.. Tā shuō nǐ nǚ'ér jià dào tāmen jiā a.. Tāmen jiā zài wǒmen cūn shì zuì qióng de,There were so many people.. That's to say.. everyone who knows my parents also said.. they said that your daughter married to that family.. that family is the poorest in our village,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,穷,up:isolated,很多人,contract:proclaim,就是说,
15:34.7,16:09.3,88,,,,voiceover,,voiceover,,,,,,,,,,,,,,,,,,,,,,,,
16:09.3,16:12.3,89,,,,Wife_W01_WW,Wife_W01_WW,因为所有公司的账目..我老公基本上不管,Yīn wéi suǒyǒu gōngsī de zhàngmù.. Wǒ lǎogōng jīběn shàng bùguǎn ,Because all the company's income and expenditure..my husband basically doesn't care,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不管,up:isolated,基本上,contract:proclaim,因为,
16:12.3,16:13.7,89,,,,,Wife_W01_WW,家里有钱没钱他也不管,jiā li yǒu qián méi qián tā yě bùguǎn ,He doesn't care if we have money at home either,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不管,up:isolated,有钱没钱,contract:disclaim,也,
