begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
18:43.0,18:48.1,92,,,,,Husband_W02_AH,那她的每一个生日..每一个节日...我都有行动的,Nà tā de měi yīgè shēngrì.. Měi yīgè jiérì... Wǒ dū yǒu xíngdòng de  xiàng nàgè qīxì qíngrén jié.. Wǒ yě huì yào nàgè.. Gěi tā mǎi huā sānbā fùnǚ jié.. Wǒ yě huì gěi tā mǎi huā dōu yǒu de tā shuō shénme... Shuō yīgè làngfèi qián shuō mǎi tā gàn ma,Then every birthday of her.. every holiday...I all have action,hostess,VoE,,,,,,,,,self,+ve,judgement,inscribe,,,有行动,up:isolated,每个,contract:proclaim,都,
18:48.1,18:50.0,92,,,,,Husband_W02_AH,包括做面条像这些,bāokuò zuò miàntiáo xiàng zhèxiē ,I have actions Including making noodles etc.,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,做面条,up:isolated,包括,monoglossic,,
18:50.0,18:51.5,92,,,,,Husband_W02_AH,我晚饭都要安排的,wǒ wǎnfàn dōu yào ānpái de,I will arrange a dinner,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,contract:proclaim,都,
18:51.5,18:54.9,92,,,,,Husband_W02_AH,你像那个七夕情人节..我也会要那个..给她买花,nǐ xiàng nàgè qīxì qíngrén jié.. Wǒ yě huì yào nàgè.. Gěi tā mǎi huā  Shuō yīgè làngfèi qián shuō mǎi tā gàn ma,Occasions like that Chinese Valentine's Day.. I will do that.. buy her flowers,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,买花,,,contract:proclaim,也,
18:54.9,18:56.6,92,,,,,Husband_W02_AH,三八妇女节..我也会给她买花,sānbā fùnǚ jié.. Wǒ yě huì gěi tā mǎi huā ,Women's Day.. I will also buy her flowers,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,买花,,,contract:proclaim,也,
18:56.6,18:57.9,92,,,,,Husband_W02_AH,都有的,dōu yǒu de ,I do all of these,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,有,up:isolated,都,contract:proclaim,的,
18:57.9,19:00.5,92,,,,,Husband_W02_AH,她说什么...说一个浪费钱,tā shuō shénme...Shuō yīgè làngfèi qián ,What did she say…she said it's a waste of money,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,她说,,,contract:disclaim,说什么,
19:00.5,19:02.0,92,,,,,Husband_W02_AH,说买它干嘛,shuō mǎi tā gàn ma,Why did you buy it,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,说,,,monoglossic,,
19:03.0,19:05.4,93,,,,Hostess_W02,Hostess_W02,这个是不是他对你的一种支持,Zhège shì bùshì tā duì nǐ de yī zhǒng zhīchí ,Is this sort of his support for you,wife,,,,,,,,,,,,,,,,,,,,,
19:05.6,19:09.6,94,,,,Wife_W02_WW,Wife_W02_WW,买这个花..什么生活照顾...现在是有,mǎi zhège huā.. Shénme shēnghuó zhàogù... Xiànzài shì yǒu ,Buying sort of flowers.. Taking care of me in life sort of things… now yes he does these,hostess,,,,,,,,,,antagonist,+ve,judgement,inscribe,,,照顾,,,contract:proclaim,有,
19:09.6,19:13.6,94,,,,,Wife_W02_WW,在15年我生病之前...起早贪黑摆摊,zài 15 nián wǒ shēngbìng zhīqián... Qǐzǎotānhēi bǎi tān ,In year 2015 before I was sick… I worked from dawn to dusk to attend our family vendor,hostess,,买花,VoE,15年前,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,self,+ve,judgement,inscribe,,,起早贪黑,up:infused,起早贪黑,monoglossic,,
19:13.6,19:15.3,94,,,,,Wife_W02_WW,做什么...都是我,zuò shénme... Dōu shì wǒ ,Everything… I did everything,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,都是我,up:isolated,什么都,contract:proclaim,都,
19:15.3,19:22.8,94,,,,,Wife_W02_WW,我觉得..他没有看《金牌调解》这个节目之前..我觉得他都肯定..不知道一个男人的责任是什么,wǒ juédé.. Tā méiyǒu kàn “jīnpái tiáojiě” zhège jiémù zhīqián.. Wǒ juédé tā dōu kěndìng.. Bù zhīdào yīgè nánrén de zérèn shì shénme ,I feel like.. Before he started watching the programme of Gold Medal Mediation.. I feel like he didn't know what a man's responsibilities are,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,不知道责任,,,expand:entertain,觉得,
19:24.0,19:26.8,95,,,,Hostess_W02,Hostess_W02,至少他在向着一个更好的方向去改变,zhìshǎo tā zài xiàngzhe yīgè gèng hǎo de fāngxiàng qù gǎibiàn ,At least he has been changing for the better,wife,,,,,,,,,,,,,,,,,,,,,
19:26.8,19:28.6,95,,,,,Hostess_W02,那这不是件好事吗,nà zhè bùshì jiàn hǎoshì ma,Isn't it a good thing,wife,,,,,,,,,,,,,,,,,,,,,
19:28.6,19:30.0,96,,,,Wife_W02_WW,Wife_W02_WW,他根本就不信任,Tā gēnběn jiù bù xìnrèn.. ,He doesn't trust (me) at all.. ,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,不信任,up:isolated,根本,contract:proclaim,根本,
19:30.0,19:33.2,96,,,,,Wife_W02_WW,他做什么事情...家里放监控器,Tā zuò shénme shìqíng... Jiālǐ fàng jiānkòng qì.. ,What he does... (He) installs a surveillance system at home.. ,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,放监控,,,contract:proclaim,做什么,
19:33.2,19:35.0,96,,,,,Wife_W02_WW,门市里也装录音,Ménshì lǐ yě zhuāng lùyīn.. ,(He) installs a recording system in the store.. ,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:disclaim,也,
19:35.0,19:36.9,96,,,,,Wife_W02_WW,门市店里也装录音,Ménshì diàn lǐ yě zhuāng lùyīn.. ,(He) even installs a recording system in the store.. ,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,contract:disclaim,也,
19:36.9,19:39.1,96,,,,,Wife_W02_WW,这些事都让我很寒心,Zhèxiē shì dōu ràng wǒ hěn hánxīn,These things make me fell bitterly disappointed,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,寒心,up:isolated,很,contract:proclaim,都,
19:40.5,19:44.1,97,,,,Hostess_W02,Hostess_W02,所以到今天到现在...你对这段婚姻,Suǒyǐ dào jīntiān dào xiànzài... Nǐ duì zhè duàn hūnyīn ,So until today up to now... Your opinion about this marriage,wife,,,,,,,,,,,,,,,,,,,,,
19:44.1,19:45.6,98,,,,Wife_W02_WW,Wife_W02_WW,要离婚,yào líhūn,I want a divorce,hostess,,,,,,,,,,relationship,-ve,appreciation,inscribe,,,离婚,,,monoglossic,,
19:47.0,20:08.2,98,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
20:08.2,20:13.1,99,,,,M_Li_W02,M_Li_W02,站在女性的角度...我对刘女士...更多的是一份理解,,,wife,,,,,,,,,,,,,,,,,,,,,
20:13.1,20:23.4,99,,,,,M_Li_W02,在这个家庭里...始终都觉得...有一些...被关注...被包容...被细腻照顾的情感,,,wife,,,,,,,,,,,,,,,,,,,,,
20:23.4,20:24.8,99,,,,,M_Li_W02,求而不得,,,wife,,,,,,,,,,,,,,,,,,,,,
20:24.8,20:30.5,99,,,,,M_Li_W02,但是..我理解你不意味着..我支持..你的某些做法,,,wife,,,,,,,,,,,,,,,,,,,,,
20:30.5,20:33.9,99,,,,,M_Li_W02,第一点...内部产生矛盾的时候永远向外求,,,wife,,,,,,,,,,,,,,,,,,,,,
20:33.9,20:35.7,99,,,,,M_Li_W02,你的向外求...是什么,,,wife,,,,,,,,,,,,,,,,,,,,,
20:35.7,20:41.3,99,,,,,M_Li_W02,是..找到一个..我认为..还可靠的..异性倾诉对象,,,wife,,,,,,,,,,,,,,,,,,,,,
20:41.3,20:44.1,99,,,,,M_Li_W02,你为什么不去找一个同性找一个闺蜜,,,wife,,,,,,,,,,,,,,,,,,,,,
20:44.1,20:45.9,99,,,,,M_Li_W02,很简单,,,wife,,,,,,,,,,,,,,,,,,,,,
20:45.9,20:51.6,99,,,,,M_Li_W02,因为女人带给女人的感受..和男人带给女人的感受..是不一样的,,,wife,,,,,,,,,,,,,,,,,,,,,
20:51.6,20:58.7,99,,,,,M_Li_W02,所以说...刘女士...你的心里...渴望的...究竟是什么,,,wife,,,,,,,,,,,,,,,,,,,,,
20:58.7,21:02.9,99,,,,,M_Li_W02,是仅仅是一段简单的关注简单的关心简单的了解,,,wife,,,,,,,,,,,,,,,,,,,,,
21:02.9,21:05.9,99,,,,,M_Li_W02,还是说...其实你是渴望有这么一个异性的,,,wife,,,,,,,,,,,,,,,,,,,,,
21:05.9,21:11.2,99,,,,,M_Li_W02,我说句真心话..但凡在婚姻里..是个正常男人..谁都受不了,,,wife,,,,,,,,,,,,,,,,,,,,,
21:11.2,21:16.8,99,,,,,M_Li_W02,第二点...现在网上很流行一句话...叫做万物皆有裂隙,,,wife,,,,,,,,,,,,,,,,,,,,,
21:16.8,21:18.8,99,,,,,M_Li_W02,那是光..照进来的地方,,,wife,,,,,,,,,,,,,,,,,,,,,
21:18.8,21:24.2,99,,,,,M_Li_W02,说人生总有这样..那样的..困顿..和不满意,,,wife,,,,,,,,,,,,,,,,,,,,,
21:24.2,21:29.0,99,,,,,M_Li_W02,但是...那可能恰恰...是希望之光照进来的地方,,,wife,,,,,,,,,,,,,,,,,,,,,
21:29.0,21:35.7,99,,,,,M_Li_W02,可是..我想说...这个异性的蓝颜知己...他到底是一道希望之光,,,wife,,,,,,,,,,,,,,,,,,,,,
21:35.7,21:38.1,99,,,,,M_Li_W02,还是一道毁灭之光,,,wife,,,,,,,,,,,,,,,,,,,,,
21:38.1,21:47.6,99,,,,,M_Li_W02,第三点...你在对外跟这个男性蓝颜知己倾诉的时候...你下意识地是在做一个对比,,,wife,,,,,,,,,,,,,,,,,,,,,
21:47.6,21:51.4,99,,,,,M_Li_W02,而且这个对比会在不断地强化你对现在婚姻的不满,,,wife,,,,,,,,,,,,,,,,,,,,,
21:51.4,22:00.4,99,,,,,M_Li_W02,所以..刘女士..作为一个成年人...你很清楚...做任何一件事情...我们其实背后都有它相应的代价,,,wife,,,,,,,,,,,,,,,,,,,,,
22:00.4,22:05.6,99,,,,,M_Li_W02,所以我希望今天更多的是...你能够把一些问题慢慢地梳理清楚,,,wife,,,,,,,,,,,,,,,,,,,,,
22:05.6,22:09.1,99,,,,,M_Li_W02,不要轻易地去做出任何一个决定或判断,,,wife,,,,,,,,,,,,,,,,,,,,,
22:10.1,22:15.6,100,,,,M_Wu_W02,M_Wu_W02,男方特别想要知道...为什么她愿意..和一个陌生男人聊天,,,husband,,,,,,,,,,,,,,,,,,,,,
22:15.6,22:19.9,100,,,,,M_Wu_W02,而不愿意跟自己生活了二十四年的老公...一起聊天,,,husband,,,,,,,,,,,,,,,,,,,,,
22:19.9,22:21.9,100,,,,,M_Wu_W02,一起生活,,,husband,,,,,,,,,,,,,,,,,,,,,
22:21.9,22:24.3,100,,,,,M_Wu_W02,我觉得首先第一点,,,husband,,,,,,,,,,,,,,,,,,,,,
22:24.3,22:28.5,100,,,,,M_Wu_W02,我们的男方...不太会...了解女人,,,husband,,,,,,,,,,,,,,,,,,,,,
22:28.5,22:30.2,100,,,,,M_Wu_W02,不太会..呵护女人,,,husband,,,,,,,,,,,,,,,,,,,,,
22:30.2,22:33.0,100,,,,,M_Wu_W02,其实说实话..你做的..也不算差,,,husband,,,,,,,,,,,,,,,,,,,,,
22:33.0,22:35.1,100,,,,,M_Wu_W02,但是你没有做得..很够,,,husband,,,,,,,,,,,,,,,,,,,,,
22:35.1,22:40.0,100,,,,,M_Wu_W02,或者说...你做的那些点...还不能够get到...女方的那些点,,,husband,,,,,,,,,,,,,,,,,,,,,
22:40.0,22:42.3,100,,,,,M_Wu_W02,就比如说你会送花一样,,,husband,,,,,,,,,,,,,,,,,,,,,
22:42.3,22:44.2,100,,,,,M_Wu_W02,其实送花只是一种手段,,,husband,,,,,,,,,,,,,,,,,,,,,
22:44.2,22:48.3,100,,,,,M_Wu_W02,你更多的是...你把花送给她之前..你的这种真情地流露,,,husband,,,,,,,,,,,,,,,,,,,,,
22:48.3,22:50.6,100,,,,,M_Wu_W02,你的这种...非常真切的,,,husband,,,,,,,,,,,,,,,,,,,,,
22:50.6,22:51.8,100,,,,,M_Wu_W02,非常细心的,,,husband,,,,,,,,,,,,,,,,,,,,,
22:51.8,22:53.2,100,,,,,M_Wu_W02,非常真诚的,,,husband,,,,,,,,,,,,,,,,,,,,,
22:53.2,22:54.1,100,,,,,M_Wu_W02,去关心,,,husband,,,,,,,,,,,,,,,,,,,,,
22:54.1,22:55.7,100,,,,,M_Wu_W02,去把它表达出来,,,husband,,,,,,,,,,,,,,,,,,,,,
22:55.7,22:59.6,100,,,,,M_Wu_W02,那我觉得男方至少在这一块...是有缺失的,,,husband,,,,,,,,,,,,,,,,,,,,,
22:59.6,23:04.5,100,,,,,M_Wu_W02,那么第二点我觉得...我们就说陌生男子的事件当中,,,husband,,,,,,,,,,,,,,,,,,,,,
23:04.5,23:10.1,100,,,,,M_Wu_W02,你采取了...非常粗暴...这种方法,,,husband,,,,,,,,,,,,,,,,,,,,,
23:10.1,23:12.0,100,,,,,M_Wu_W02,查她的通话记录,,,husband,,,,,,,,,,,,,,,,,,,,,
23:12.0,23:14.4,100,,,,,M_Wu_W02,给她安装录音笔,,,husband,,,,,,,,,,,,,,,,,,,,,
23:14.4,23:18.2,100,,,,,M_Wu_W02,随时随刻地...去翻看她的手机,,,husband,,,,,,,,,,,,,,,,,,,,,
23:18.2,23:20.4,100,,,,,M_Wu_W02,查她的开房记录,,,husband,,,,,,,,,,,,,,,,,,,,,
23:20.4,23:25.9,100,,,,,M_Wu_W02,说实话...我身边有一个这样的人..我会不寒而栗,,,husband,,,,,,,,,,,,,,,,,,,,,
23:25.9,23:27.4,100,,,,,M_Wu_W02,我会很害怕,,,husband,,,,,,,,,,,,,,,,,,,,,
23:27.4,23:31.0,100,,,,,M_Wu_W02,你其实..你这样做...你伤了她,,,husband,,,,,,,,,,,,,,,,,,,,,
23:31.0,23:36.4,100,,,,,M_Wu_W02,也把你们的婚姻...产生了一条非常非常大的隔阂,,,husband,,,,,,,,,,,,,,,,,,,,,
23:36.4,23:43.3,100,,,,,M_Wu_W02,所以..你旁边的这个女人..即使她跟你生活了二十四年..她还是没有安全感,,,husband,,,,,,,,,,,,,,,,,,,,,
23:43.3,23:50.2,100,,,,,M_Wu_W02,还是觉得..你离她心目当中...那个完美的老公...还差那么一点点,,,husband,,,,,,,,,,,,,,,,,,,,,
23:51.6,24:09.0,100,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
24:09.6,24:12.1,101,,,,M_Zhu_W02,M_Zhu_W02,15年..你们..婚姻..发生了很大的变化,,,husband,,,,,,,,,,,,,,,,,,,,,
24:12.1,24:15.4,101,,,,,M_Zhu_W02,我想水滴石穿..非一日之功,,,husband,,,,,,,,,,,,,,,,,,,,,
24:15.4,24:20.1,101,,,,,M_Zhu_W02,你刚刚说...你的妻子原来在家里面比较...强势,,,husband,,,,,,,,,,,,,,,,,,,,,
24:20.1,24:21.8,101,,,,,M_Zhu_W02,不能违背,,,husband,,,,,,,,,,,,,,,,,,,,,
24:21.8,24:23.9,101,,,,,M_Zhu_W02,我相信你肯定是爱她的,,,husband,,,,,,,,,,,,,,,,,,,,,
24:23.9,24:28.4,101,,,,,M_Zhu_W02,但是忍到最后发现...你们的感情..已经破裂了,,,husband,,,,,,,,,,,,,,,,,,,,,
24:28.4,24:33.3,101,,,,,M_Zhu_W02,她已经...心不跟你在一起的时候...你就忍不了了,,,husband,,,,,,,,,,,,,,,,,,,,,
24:33.3,24:35.9,101,,,,,M_Zhu_W02,那你这个心结就转化成第二个东西,,,husband,,,,,,,,,,,,,,,,,,,,,
24:35.9,24:37.3,101,,,,,M_Zhu_W02,就是爆发,,,husband,,,,,,,,,,,,,,,,,,,,,
24:37.3,24:41.4,101,,,,,M_Zhu_W02,就是你会把她的缺点...跟所有人都说,,,husband,,,,,,,,,,,,,,,,,,,,,
24:41.4,24:48.4,101,,,,,M_Zhu_W02,当你把一个人的缺点..跟她所有亲近人都说的话..这是一种非常..伤自尊的行为,,,husband,,,,,,,,,,,,,,,,,,,,,
24:48.4,24:53.5,101,,,,,M_Zhu_W02,而且这种伤自尊...造成的创伤..可能是...无法挽回的,,,husband,,,,,,,,,,,,,,,,,,,,,
24:53.5,24:56.4,101,,,,,M_Zhu_W02,你挺害怕失去你的妻子,,,husband,,,,,,,,,,,,,,,,,,,,,
24:56.4,25:01.8,101,,,,,M_Zhu_W02,所以..你采取了..那种..我们认为..有点疯狂式的..监控啊,,,husband,,,,,,,,,,,,,,,,,,,,,
25:01.8,25:03.4,101,,,,,M_Zhu_W02,跟踪式的方式,,,husband,,,,,,,,,,,,,,,,,,,,,
25:03.4,25:07.3,101,,,,,M_Zhu_W02,你把这种害怕...传递给了对方,,,husband,,,,,,,,,,,,,,,,,,,,,
25:07.3,25:12.2,101,,,,,M_Zhu_W02,让对方对你现在的状态...也感觉到..害怕...和畏惧,,,husband,,,,,,,,,,,,,,,,,,,,,
25:12.2,25:18.7,101,,,,,M_Zhu_W02,所以..你们两个人现在...这种婚姻的模式...让我感觉到...很可怕,,,husband,,,,,,,,,,,,,,,,,,,,,
25:18.7,25:20.4,101,,,,,M_Zhu_W02,就是...不放手,,,husband,,,,,,,,,,,,,,,,,,,,,
25:20.4,25:21.8,101,,,,,M_Zhu_W02,不解决,,,husband,,,,,,,,,,,,,,,,,,,,,
25:21.8,25:23.0,101,,,,,M_Zhu_W02,互折磨,,,husband,,,,,,,,,,,,,,,,,,,,,
25:23.0,25:26.4,101,,,,,M_Zhu_W02,我觉得你们两个人真的要..共同面对,,,couple,,,,,,,,,,,,,,,,,,,,,
25:26.4,25:30.4,101,,,,,M_Zhu_W02,把彼此对对方的心里话要...好好地说一下,,,couple,,,,,,,,,,,,,,,,,,,,,
25:30.4,25:36.1,101,,,,,M_Zhu_W02,如果不能接受的..我还是要做的话...那我们可以要分手,,,couple,,,,,,,,,,,,,,,,,,,,,
25:37.2,25:40.6,102,,,,M_Chen_W02,M_Chen_W02,我认为有..两个词是...比较关键,,,couple,,,,,,,,,,,,,,,,,,,,,
25:40.6,25:43.1,102,,,,,M_Chen_W02,一个词是什么呢..就是关于热情,,,couple,,,,,,,,,,,,,,,,,,,,,
25:43.1,25:46.4,102,,,,,M_Chen_W02,我们大多数人其实对生活都是充满了热情的,,,couple,,,,,,,,,,,,,,,,,,,,,
25:46.4,25:53.6,102,,,,,M_Chen_W02,但是我们为什么..很多时候我们把热情..却用在了...不该用的地方,,,couple,,,,,,,,,,,,,,,,,,,,,
25:53.6,25:59.6,102,,,,,M_Chen_W02,比如说...刘女士你跟所谓的这位...男性...你付出了热情,,,wife,,,,,,,,,,,,,,,,,,,,,
25:59.6,26:03.5,102,,,,,M_Chen_W02,不管是..打电话打什么...所谓的打一个小时,,,wife,,,,,,,,,,,,,,,,,,,,,
26:03.5,26:05.9,102,,,,,M_Chen_W02,所谓的...这个聊天,,,wife,,,,,,,,,,,,,,,,,,,,,
26:05.9,26:10.1,102,,,,,M_Chen_W02,所谓的..在丈夫的反对下...你...拉黑了他,,,wife,,,,,,,,,,,,,,,,,,,,,
26:10.1,26:11.5,102,,,,,M_Chen_W02,然后又加回来,,,wife,,,,,,,,,,,,,,,,,,,,,
26:11.5,26:12.9,102,,,,,M_Chen_W02,很有热情,,,wife,,,,,,,,,,,,,,,,,,,,,
26:12.9,26:17.2,102,,,,,M_Chen_W02,如果有这种热情对待..自己本来应该有的生活..那该多好,,,wife,,,,,,,,,,,,,,,,,,,,,
26:17.2,26:20.9,102,,,,,M_Chen_W02,而李先生...你把热情付给了什么,,,husband,,,,,,,,,,,,,,,,,,,,,
26:20.9,26:23.6,102,,,,,M_Chen_W02,一个男人...对妻子产生怀疑,,,husband,,,,,,,,,,,,,,,,,,,,,
26:23.6,26:25.3,102,,,,,M_Chen_W02,对妻子产生了这种不满,,,husband,,,,,,,,,,,,,,,,,,,,,
26:25.3,26:27.9,102,,,,,M_Chen_W02,然后通过各种各样的方式,,,husband,,,,,,,,,,,,,,,,,,,,,
26:27.9,26:30.4,102,,,,,M_Chen_W02,又是查手机...又是跟踪,,,husband,,,,,,,,,,,,,,,,,,,,,
26:30.4,26:32.3,102,,,,,M_Chen_W02,又是录音,,,husband,,,,,,,,,,,,,,,,,,,,,
26:32.3,26:33.8,102,,,,,M_Chen_W02,等等等等,,,husband,,,,,,,,,,,,,,,,,,,,,
26:33.8,26:34.8,102,,,,,M_Chen_W02,真的很有热情,,,husband,,,,,,,,,,,,,,,,,,,,,
26:34.8,26:38.5,102,,,,,M_Chen_W02,你..如果说把这个热情用在你的工作上,,,husband,,,,,,,,,,,,,,,,,,,,,
26:38.5,26:39.3,102,,,,,M_Chen_W02,你的事业上,,,husband,,,,,,,,,,,,,,,,,,,,,
26:39.3,26:46.3,102,,,,,M_Chen_W02,你怎么..想方设法地..把温暖..付给你的..妻子,,,husband,,,,,,,,,,,,,,,,,,,,,
26:46.3,26:48.9,102,,,,,M_Chen_W02,把这个热情用在这个上面去的话,,,husband,,,,,,,,,,,,,,,,,,,,,
26:48.9,26:51.6,102,,,,,M_Chen_W02,可能也是..另外一种结果,,,husband,,,,,,,,,,,,,,,,,,,,,
26:51.6,26:55.3,102,,,,,M_Chen_W02,第二个关键词我想说的是关于...示弱,,,couple,,,,,,,,,,,,,,,,,,,,,
26:55.3,26:59.3,102,,,,,M_Chen_W02,你像刘女士..对李先生..你确实有很多强势的地方,,,wife,,,,,,,,,,,,,,,,,,,,,
26:59.3,27:07.1,102,,,,,M_Chen_W02,而李先生..在对待15年以后出现这一系列事情以后..对这个..刘女士的态度..你又是非常强硬的,,,husband,,,,,,,,,,,,,,,,,,,,,
27:07.1,27:09.2,102,,,,,M_Chen_W02,甚至有暴力举动,,,husband,,,,,,,,,,,,,,,,,,,,,
27:09.2,27:11.8,102,,,,,M_Chen_W02,所以说..这对于你们来说..这都是一个超难度动作,,,couple,,,,,,,,,,,,,,,,,,,,,
27:11.8,27:14.9,102,,,,,M_Chen_W02,但是...确是你们必须要去...学习的动作,,,couple,,,,,,,,,,,,,,,,,,,,,
27:14.9,27:17.3,102,,,,,M_Chen_W02,怎么向对方示弱,,,couple,,,,,,,,,,,,,,,,,,,,,
27:17.6,27:37.0,102,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
27:37.2,27:39.3,103,,,,M_Hu_W02,M_Hu_W02,那我就..来测试一下,,,couple,,,,,,,,,,,,,,,,,,,,,
27:39.3,27:41.1,103,,,,,M_Hu_W02,请两位..到中间来,,,couple,,,,,,,,,,,,,,,,,,,,,
27:41.3,28:05.3,103,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
28:05.8,28:07.3,104,,,,M_Hu_W02,M_Hu_W02,放在她脚尖上面,,,couple,,,,,,,,,,,,,,,,,,,,,
28:09.4,28:10.9,105,,,,Wife_W02_WW,Wife_W02_WW,拿不住,,,male mediator,,,,,,,,,,,,,,,,,,,,,
28:12.1,28:13.6,106,,,,M_Hu_W02,M_Hu_W02,再来嘛..没关系,,,wife,,,,,,,,,,,,,,,,,,,,,
28:19.7,28:20.7,107,,,,Wife_W02_WW,Wife_W02_WW,倒了,,,male mediator,,,,,,,,,,,,,,,,,,,,,
28:20.8,28:21.9,108,,,,M_Hu_W02,M_Hu_W02,又倒了哈,,,wife,,,,,,,,,,,,,,,,,,,,,
28:23.8,28:24.9,109,,,,Wife_W02_WW,Wife_W02_WW,还需要吗,,,male mediator,,,,,,,,,,,,,,,,,,,,,
28:23.9,28:24.8,110,,,,M_Hu_W02,M_Hu_W02,他也要倒了,,,couple,,,,,,,,,,,,,,,,,,,,,
28:25.2,28:26.6,110,,,,,M_Hu_W02,他肯定也要倒了,,,couple,,,,,,,,,,,,,,,,,,,,,
28:27.1,28:42.0,110,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
28:43.0,28:44.8,111,,,,M_Hu_W02,M_Hu_W02,好..我们回到位置上,,,couple,,,,,,,,,,,,,,,,,,,,,
28:45.0,28:50.0,111,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
28:50.0,28:53.1,112,,,,M_Hu_W02,M_Hu_W02,其实我..用这个来..给你们一个深刻印象,,,couple,,,,,,,,,,,,,,,,,,,,,
28:53.1,28:57.2,112,,,,,M_Hu_W02,让你们去(1.2)回顾一下你们的婚姻,,,couple,,,,,,,,,,,,,,,,,,,,,
28:57.2,28:59.6,112,,,,,M_Hu_W02,第一..你们俩是..对等的,,,couple,,,,,,,,,,,,,,,,,,,,,
28:59.6,29:05.8,112,,,,,M_Hu_W02,第二个呢...当你们一开始...去托住那个瓶子的时候,,,couple,,,,,,,,,,,,,,,,,,,,,
29:05.8,29:13.9,112,,,,,M_Hu_W02,但是..如果继续让你们做下去...就会像..刘女士你..刚才已经出现的情况一样,,,couple,,,,,,,,,,,,,,,,,,,,,
29:13.9,29:16.6,112,,,,,M_Hu_W02,婚姻的平衡是会打破的,,,couple,,,,,,,,,,,,,,,,,,,,,
29:16.6,29:19.1,112,,,,,M_Hu_W02,打破的话...瓶子是会掉下去,,,couple,,,,,,,,,,,,,,,,,,,,,
29:19.1,29:20.4,112,,,,,M_Hu_W02,是会伤到对方的,,,couple,,,,,,,,,,,,,,,,,,,,,
29:20.4,29:23.4,112,,,,,M_Hu_W02,两位其实都不想让瓶子掉下来,,,couple,,,,,,,,,,,,,,,,,,,,,
29:23.4,29:27.7,112,,,,,M_Hu_W02,你们会很用力地...去维持..一种状态,,,couple,,,,,,,,,,,,,,,,,,,,,
29:27.7,29:31.5,112,,,,,M_Hu_W02,但是...对不起...不容易,,,couple,,,,,,,,,,,,,,,,,,,,,
29:31.5,29:32.9,112,,,,,M_Hu_W02,这个说明什么呢,,,couple,,,,,,,,,,,,,,,,,,,,,
29:32.9,29:37.2,112,,,,,M_Hu_W02,那就是...两个对等的人...其实无心去伤害对方的情况下,,,couple,,,,,,,,,,,,,,,,,,,,,
29:37.2,29:38.8,112,,,,,M_Hu_W02,时间久了,,,couple,,,,,,,,,,,,,,,,,,,,,
29:38.8,29:39.8,112,,,,,M_Hu_W02,日子长了,,,couple,,,,,,,,,,,,,,,,,,,,,
29:39.8,29:40.7,112,,,,,M_Hu_W02,事情多了,,,couple,,,,,,,,,,,,,,,,,,,,,
29:40.7,29:45.5,112,,,,,M_Hu_W02,不一定能够...靠一个人的力量,,,couple,,,,,,,,,,,,,,,,,,,,,
29:45.5,29:48.1,112,,,,,M_Hu_W02,在没有默契..合作的情况下,,,couple,,,,,,,,,,,,,,,,,,,,,
29:48.1,29:50.7,112,,,,,M_Hu_W02,去保持这一种平衡,,,couple,,,,,,,,,,,,,,,,,,,,,
29:50.7,29:55.1,112,,,,,M_Hu_W02,所以不可例外的...一定会这样那样的..会伤到对方,,,couple,,,,,,,,,,,,,,,,,,,,,
29:55.1,29:58.4,112,,,,,M_Hu_W02,或者..会让对方感动..乏味,,,couple,,,,,,,,,,,,,,,,,,,,,
29:58.4,29:59.6,112,,,,,M_Hu_W02,厌倦,,,couple,,,,,,,,,,,,,,,,,,,,,
