begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
38:15.1,38:20.7,138,,,,,M_Hu_W02,如果..知道这一点的话...那..接着..从..宠她,,,husband,,,,,,,,,,,,,,,,,,,,,
38:20.7,38:22.2,138,,,,,M_Hu_W02,再到..懂她,,,husband,,,,,,,,,,,,,,,,,,,,,
38:22.2,38:24.0,138,,,,,M_Hu_W02,她怎么离得开你呢,,,husband,,,,,,,,,,,,,,,,,,,,,
38:24.0,38:26.1,138,,,,,M_Hu_W02,刘女士..理解他一下,,,wife,,,,,,,,,,,,,,,,,,,,,
38:26.1,38:28.5,138,,,,,M_Hu_W02,他也是一个心思..很细的人,,,wife,,,,,,,,,,,,,,,,,,,,,
38:28.5,38:32.5,138,,,,,M_Hu_W02,也会..默默地期待着...你..是不是关注他,,,wife,,,,,,,,,,,,,,,,,,,,,
38:32.5,38:34.2,138,,,,,M_Hu_W02,是不是..会去肯定他,,,wife,,,,,,,,,,,,,,,,,,,,,
38:34.2,38:39.9,138,,,,,M_Hu_W02,如果没有的话..他会慢慢觉得他所做的..为你所做的那些事情..好像没有价值,,,wife,,,,,,,,,,,,,,,,,,,,,
38:39.9,38:41.6,138,,,,,M_Hu_W02,他心里也会失落,,,wife,,,,,,,,,,,,,,,,,,,,,
38:41.6,38:43.2,138,,,,,M_Hu_W02,慢慢也就会有情绪,,,wife,,,,,,,,,,,,,,,,,,,,,
38:43.2,38:46.0,138,,,,,M_Hu_W02,所以我觉得..双方都有调整的空间,,,wife,,,,,,,,,,,,,,,,,,,,,
38:46.0,38:48.6,139,,,,Hostess_W02,Hostess_W02,好..回家好好相处,Hǎo.. Huí jiā hǎohǎo xiāngchǔ ,Good.. go home and get along well with each other,couple,,,,,,,,,,,,,,,,,,,,,
38:49.3,38:50.6,140,,,,Wife_W02_WW,Wife_W02_WW,谢谢各位老师,xièxiè gèwèi lǎoshī ,Thank you teachers,mediators,,,,,,,,,,,,,,,,,,,,,
38:49.3,38:50.6,141,,,,Husband_W02_AH,Husband_W02_AH,谢谢各位老师,xièxiè gèwèi lǎoshī,Thank you teachers,mediators,,,,,,,,,,,,,,,,,,,,,
